fold,best_representation,best_reps,best_bandwidth,best_C,inner_score,accuracy,balanced_accuracy,mcc,kta,cka,effective_rank,n_train,n_test
74,mean_z,1,0.05,10,0.8120039682539683,0.875,0.8888888888888888,0.7777777777777778,0.10699669446650341,0.27096649553226887,2.990741637627237,64,16
75,mean_z,1,0.05,10,0.7914186507936508,0.6875,0.6875,0.40451991747794525,0.1614652639862257,0.3420039582504082,3.325190348517952,64,16
76,mean_z,1,0.05,10,0.8936011904761905,0.625,0.625,0.2581988897471611,0.1346913185044935,0.33438006216220456,2.9756832925317456,64,16
77,mean_z,1,0.1,10,0.7891865079365079,0.875,0.875,0.75,0.15981960221219604,0.20468573868287065,10.062437789524564,64,16
78,mean_z,2,0.05,10,0.8137400793650793,0.875,0.8888888888888888,0.7777777777777778,0.11370237866995164,0.2239886144702808,4.390831333487066,64,16
79,mean_z,1,0.05,10,0.8467261904761905,0.9375,0.9444444444444444,0.8819171036881969,0.11135945109807655,0.2683592382288731,3.0859129115473043,64,16
80,mean_z,2,0.05,1,0.7854662698412698,0.8125,0.8125,0.629940788348712,0.14673219520352196,0.275554787656985,4.61466756219278,64,16
81,mean_z,2,0.05,10,0.8663194444444444,0.8125,0.8125,0.629940788348712,0.15053916866708902,0.3130073456919198,3.9638026186316533,64,16
82,mean_z,2,0.05,10,0.7842261904761905,1.0,1.0,1.0,0.1125531694392806,0.22793166858301026,3.907791364943022,64,16
83,mean_z,1,0.05,10,0.8762400793650793,0.6875,0.7063492063492063,0.42289003161103106,0.13900666551041962,0.3387299142311772,3.030280065512754,64,16
84,mean_z,1,0.05,10,0.8588789682539683,0.8125,0.7857142857142857,0.6546536707079771,0.11044179946226354,0.2688648487989627,3.1599238610590192,64,16
85,mean_z,1,0.05,10,0.8544146825396826,0.8125,0.8125,0.629940788348712,0.11713800343147902,0.2664382405549265,3.0166759834570778,64,16
86,mean_z,1,0.05,10,0.8444940476190477,0.75,0.75,0.5773502691896258,0.16478264316287275,0.4050408466301564,3.005175271016875,64,16
87,mean_z,1,0.05,10,0.7953869047619049,0.8125,0.8125,0.629940788348712,0.11260918790696126,0.2950555654245475,2.808948560720185,64,16
88,mean_z,1,0.1,1,0.8328373015873016,1.0,1.0,1.0,0.13879564099487832,0.17734716461759895,11.648257830441194,64,16
89,mean_z,2,0.05,10,0.8623511904761905,0.75,0.746031746031746,0.49206349206349204,0.1336543336926475,0.25930094739257603,4.599624939572888,64,16
90,mean_z,2,0.05,10,0.8601190476190477,0.875,0.875,0.7745966692414834,0.15452686580610703,0.31199899430627664,4.111105484439761,64,16
91,mean_z,1,0.05,10,0.7891865079365079,0.875,0.875,0.75,0.11686723159919447,0.28447613051350107,2.900473452965011,64,16
92,mean_z,1,0.05,10,0.7953869047619047,0.9375,0.9375,0.8819171036881969,0.10418983426306364,0.25270525918493386,3.086082492655139,64,16
93,mean_z,1,0.1,1,0.8606150793650793,0.6875,0.6904761904761905,0.3779644730092272,0.1869287858651022,0.24400355222084197,10.841370277827673,64,16
94,mean_z,1,0.05,10,0.7963789682539683,0.875,0.8888888888888888,0.7777777777777778,0.10680060513700974,0.2589563082499102,3.149127083272355,64,16
95,mean_z,1,0.05,10,0.8544146825396826,0.75,0.75,0.5163977794943222,0.10366204978354325,0.24026626409459173,3.15351613171386,64,16
96,mean_z,1,0.05,10,0.8444940476190477,0.875,0.875,0.75,0.12573165615231202,0.3048778547350196,2.9774041142352137,64,16
97,mean_z,1,0.05,10,0.7953869047619047,0.8125,0.8125,0.629940788348712,0.11056846798199566,0.2600252034882829,3.014588741562657,64,16
98,mean_z,2,0.05,10,0.8432539682539683,0.875,0.8888888888888888,0.7777777777777778,0.165547373121422,0.3167781360194331,4.3176339583459855,64,16
99,mean_z,2,0.1,1,0.8472222222222222,0.6875,0.6746031746031746,0.3578300267477955,0.15815363990117204,0.20443501795823923,13.848661493951829,64,16
